County,License Number,MSDE Program Type,Program Name,City Name,Zip Code,Participation Status,Draft Rating,Publishing Status,Published Rating,Published Rubric Version,Date Published,Expiration Date,Application Acceptance Date,Achievements,Accreditations,Alternative Pathways
Montgomery,256841,Family Childcare,Rebecca Kim,Damascus,20872,Yes,1,Active,1,2,Jan 10 2022,Jan 10 2023,Jan 26 2021,,,
Baltimore City,256842,Family Childcare,Kimberly Gregory,Baltimore,21229,Yes,0,,,,,,Sep 22 2022,,,
Montgomery,256843,Family Childcare,Serena Sheffer,Bethesda,20817,Yes,1,Active,1,2,Sep 21 2022,Sep 21 2023,Oct 06 2020,,,No Additional Staff
Montgomery,256845,Center,Kreative Kidz Children's Center,Silver Spring,20906,Yes,1,Active,1,3,Nov 15 2022,Nov 15 2023,Nov 03 2020,,,
Montgomery,256849,Center,Simcha Educational Center,Gaithersburg,20878,Yes,1,Active,1,3,Mar 18 2022,Mar 18 2023,Oct 20 2020,,,
Baltimore,256851,Center,My Place Your Place Educare,Windsor Mill,21244,Yes,1,Active,1,3,Sep 13 2022,Sep 13 2023,Oct 20 2020,,,
Washington,256852,Family Childcare,Kayla Souza,Hagerstown,21740,Yes,1,Active,1,2,May 02 2022,May 02 2023,Nov 17 2020,,,
Washington,256865,Family Childcare,Amber Whipp,Boonsboro,21713,Yes,0,,,,,,Jul 20 2021,,,
Harford,256861,Center,The Boys & Girls Club of Darlington Elementary School,Darlington,21034,Yes,1,Active,1,2,Jan 07 2022,Jan 07 2023,Oct 20 2020,,,
Harford,256863,Center,The Boys & Girls Club of Bakersfield Elementary School,Aberdeen,21001,Yes,1,Active,1,2,May 18 2022,May 18 2023,Oct 20 2020,,,
Charles,256866,Center,A Child's Journey Learning Center,La Plata,20646,Yes,3,Active,3,3,Jul 13 2022,Jul 13 2023,Oct 20 2020,,,
Prince George's,256871,Family Childcare,Kanwal Malik,Laurel,20708,Yes,0,,,,,,Nov 17 2020,,,
Prince George's,256872,Family Childcare,Ruena Noveno,Laurel,20707,Yes,0,,,,,,Feb 09 2021,,,
Wicomico,256869,Family Childcare,Shakira Henderson,Salisbury,21804,Yes,1,Active,1,2,Apr 06 2022,Apr 06 2023,Nov 03 2020,,,No Additional Staff
Wicomico,256868,Family Childcare,Alyssa Davis,Delmar,21875,Yes,0,Inactive,1,2,Dec 01 2021,Dec 01 2022,Dec 08 2020,,,
Baltimore City,256880,Family Childcare,Tamara Woods,Baltimore,21215,Yes,0,,,,,,Apr 13 2021,,,
Washington,256890,Family Childcare,Kimberly Wright,Hagerstown,21740,Yes,1,Active,1,2,Sep 13 2022,Sep 13 2023,Oct 20 2020,,,
Dorchester,256889,Family Childcare,Timajia Johnson,Cambridge,21613,Yes,1,Active,1,2,Jan 27 2022,Jan 27 2023,Nov 03 2020,,,
Baltimore,256896,Center,Enigma Daycare Center I,Baltimore,21207,Yes,1,Active,1,3,Mar 29 2022,Mar 29 2023,Mar 23 2021,,,
Frederick,256895,Center,Adventure Park USA Child Care Center,Monrovia,21770,Yes,1,Active,1,3,Oct 07 2022,Oct 07 2023,Nov 03 2020,,,
Montgomery,256913,Center,Fun Square Early Learning Center,Potomac,20854,Yes,2,Active,1,3,Jul 08 2022,Jul 08 2023,Jan 12 2021,,,
Calvert,256916,Center,Lucrezia's Childcare,Huntingtown,20639,Yes,1,Active,1,3,Sep 23 2022,Sep 23 2023,Nov 03 2020,,,
Talbot,256922,Center,"Kidz Learning Through Play Family Daycare, LLC",Easton,21601,Yes,3,Active,3,3,Dec 01 2022,Dec 01 2023,Nov 17 2020,,,
Wicomico,256924,Family Childcare,Shinelle Sadberry,Salisbury,21804,Yes,1,Active,1,2,Aug 31 2022,Aug 31 2023,Dec 08 2020,,,No Additional Staff
Charles,256931,Center,Everyday Play N Learn Child Development Center,White Plains,20695,Yes,1,Active,1,3,Jan 10 2022,Jan 10 2023,Nov 17 2020,,,
Montgomery,256929,Family Childcare,Carolyn Haas,Rockville,20853,Yes,1,Active,1,2,Dec 06 2022,Dec 06 2023,May 31 2022,,,NAFCC - National Association for Family Child Care
Montgomery,256930,Family Childcare,Vassilena Zaloznaya,Kensington,20895,Yes,0,,,,,,Nov 08 2022,,,
Allegany,256934,Family Childcare,Shandi Ortiz,Cumberland,21502,Yes,1,Active,1,2,Aug 09 2022,Aug 09 2023,Nov 17 2020,,,
Frederick,256939,Center,"Clubhouse Kids, LLC",Frederick,21701,Yes,1,Active,1,3,Nov 22 2022,Nov 22 2023,Nov 17 2020,,,
Montgomery,256932,Large Family Childcare,Mehrafarin Tehrani,Potomac,20854,Yes,0,,,,,,Nov 17 2020,,,
Calvert,256960,Family Childcare,Abbey Maher,Dunkirk,20754,Yes,0,,,,,,May 11 2021,,,
Carroll,256963,Family Childcare,Glenda Stouter,Westminster,21158,Yes,1,Active,1,2,Oct 11 2022,Oct 11 2023,Nov 17 2020,,,
Montgomery,256965,Family Childcare,Omolara Bedu,Silver Spring,20904,Yes,3,Active,3,2,Oct 21 2022,Oct 21 2023,Apr 13 2021,,,No Additional Staff
Montgomery,15-023512,Prekindergarten,Up County Early Childhood Center,Gaithersburg,20877,Yes,0,,,,,,Nov 17 2020,,,
Montgomery,15-23507,Prekindergarten,MacDonald Knolls Early Childhood Center,Silver Spring,20901,Yes,0,,,,,,Nov 17 2020,,,
Charles,256968,Center,Guidepost at Hampshire,Waldorf,20603,Yes,0,,,,,,Oct 13 2022,,,
Baltimore,256969,Family Childcare,Jada Barnhardt,Parkville,21234,Yes,1,Active,1,2,Jan 25 2022,Jan 25 2023,Nov 17 2020,,,
Wicomico,256967,Center,Lighthouse Christian Childcare Upper Campus,Hebron,21830,Yes,1,Active,1,2,Dec 01 2022,Dec 01 2023,Dec 29 2020,,,
Baltimore City,254628,LOC,School of the Cathedral/Cathedral Extended Day,Baltimore,21210,Yes,1,,,,,,Jan 12 2022,,,
Baltimore,256980,Center,Blastoff Learning Center,Owings Mills,21117,Yes,1,Active,1,3,Oct 25 2022,Oct 25 2023,Nov 17 2020,,,
Baltimore City,256981,Center,Family Rainbow Learning Center II,Baltimore,21207,Yes,0,,,,,,Jan 12 2021,,,
Baltimore,256983,Family Childcare,Chaunte America,Baltimore,21220,Yes,1,Active,1,2,May 23 2022,May 23 2023,Jan 26 2021,,,
Harford,256984,Center,The Epicenter at Aberdeen,Aberdeen,21001,Yes,1,Active,1,2,Apr 15 2022,Apr 15 2023,Apr 13 2021,,,
Baltimore,257001,Large Family Childcare,Rachel Fakheri,Pikesville,21208,Yes,0,,,,,,Sep 15 2021,,,
Baltimore,257004,Family Childcare,Tiffany Carraway,Gwynn Oak,21207,Yes,3,Active,3,2,Nov 08 2022,Nov 08 2023,Dec 08 2020,,,No Additional Staff
Washington,257005,Center,"BEACON House Inc., STEAM Works",Hagerstown,21740,Yes,3,Active,3,3,Jun 09 2022,Jun 09 2023,Dec 08 2020,,,
Baltimore,257006,Center,Kreative Kidz,Woodlawn,21207,Yes,1,Active,1,3,Oct 19 2022,Oct 19 2023,Dec 08 2020,,,
Anne Arundel,257030,Family Childcare,Lushonda Okoli,Laurel,20724,Yes,3,Active,3,2,Sep 08 2022,Sep 08 2023,Jul 07 2021,,,No Additional Staff
Prince George's,16-0918,Prekindergarten,James Ryder Randall Early Childhood Center,Clinton,20735,Yes,3,,,,,,Aug 30 2022,,,
Harford,257040,Family Childcare,Justine Ciemny,Bel Air,21014,Yes,0,,,,,,Aug 16 2022,,,
Baltimore City,257043,Family Childcare,Patricia Neal,Baltimore,21216,Yes,3,Active,3,2,Mar 21 2022,Mar 21 2023,Dec 08 2020,,,No Additional Staff
Frederick,257042,Center,Kiddie Academy of Urbana,Urbana,21704,Yes,1,Active,1,3,Feb 11 2022,Feb 11 2023,Dec 29 2020,,,NAEYC 2027-09-01
Montgomery,258045,Large Family Childcare,Rana Kayed,Rockville,20855,Yes,1,Active,1,2,Feb 02 2022,Feb 02 2023,Jan 12 2021,,,
Frederick,257060,Family Childcare,Leah Shipe,Frederick,21701,Yes,0,,,,,,Jan 12 2021,,,
Baltimore City,118860,LOC,Christ Church Nursery School,Baltimore,21230,Yes,1,Active,1,3,May 04 2022,May 04 2023,Nov 09 2021,,,
Harford,257063,Center,Primrose of Bel Air,Bel Air,21015,Yes,1,Active,1,3,Apr 08 2022,Apr 08 2023,Mar 30 2021,,,
Frederick,257068,Family Childcare,Maria Vaca De Paz,Frederick,21704,Yes,1,Active,1,2,Jun 23 2022,Jun 23 2023,Dec 29 2020,,,
Charles,257069,Family Childcare,Miama Walter,Waldorf,20602,Yes,1,Active,1,2,Apr 26 2022,Apr 26 2023,Feb 09 2021,,,
Frederick,257070,Family Childcare,Heather Churchey,Frederick,21703,Yes,2,Active,2,2,Dec 28 2022,Dec 28 2023,Jan 12 2021,,,
Talbot,257066,Family Childcare,Katina Emory,Easton,21601,Yes,1,Active,1,2,Feb 18 2022,Feb 18 2023,Dec 29 2020,,,
Baltimore,257084,Family Childcare,Ashley Neal,Baltimore,21236,Yes,1,Active,1,2,Feb 09 2022,Feb 09 2023,Jan 12 2021,,,
Saint Mary's,257087,Family Childcare,Aimee Buchanan,California,20619,Yes,0,,,,,,Sep 28 2021,,,
Baltimore,257100,Family Childcare,Genea Ammons,Parkville,21234,Yes,1,Active,1,2,Mar 02 2022,Mar 02 2023,Jan 12 2021,,,
Montgomery,257101,Family Childcare,Gale Mitchell,Silver Spring,20906,Yes,1,Active,1,2,Dec 07 2022,Dec 07 2023,Oct 25 2022,,,
Kent,257102,Family Childcare,Tichaja Suggs,Worton,21678,Yes,1,Active,1,2,Jun 23 2022,Jun 23 2023,Jan 12 2021,,,
Montgomery,257103,Family Childcare,Alesha Brown,Germantown,20874,Yes,1,Active,1,2,Jul 08 2022,Jul 08 2023,Jan 12 2021,,,No Additional Staff
Montgomery,257122,Family Childcare,Christina Janini,Rockville,20850,Yes,0,,,,,,Jun 14 2022,,,
Washington,257124,Family Childcare,Payton Degrange,Hagerstown,21740,Yes,1,Active,1,2,Feb 08 2022,Feb 08 2023,Feb 09 2021,,,
Howard,257128,Center,Brookfield Christian School,Columbia,21044,Yes,1,Active,1,3,Apr 01 2022,Apr 01 2023,Mar 09 2021,,,
Queen Anne's,257129,Family Childcare,Kimberly Hutson,Stevensville,21666,Yes,1,Active,1,2,Apr 26 2022,Apr 26 2023,Jan 12 2021,,,No Additional Staff
Kent,257142,Family Childcare,Taylor Leaverton,Chestertown,21620,Yes,0,,,,,,Jan 26 2021,,,
Baltimore,257143,Center,Zoned for Kidz at Hillendale,Parkville,21234,Yes,3,Active,3,3,Oct 06 2022,Oct 06 2023,Feb 23 2021,,,
Baltimore,257161,Family Childcare,Sara Peacock,Baltimore,21228,Yes,1,Active,1,2,Feb 21 2022,Feb 21 2023,May 11 2021,,,
Baltimore,257969,Family Childcare,Brandy Webster,Nottingham,21236,Yes,3,Active,3,2,Sep 14 2022,Sep 14 2023,Jan 26 2021,,,No Additional Staff
Prince George's,257163,Family Childcare,Nadia Brinson,Bowie,20715,Yes,1,Active,1,2,May 04 2022,May 04 2023,Jan 26 2021,,,No Additional Staff
Harford,257164,Center,Achieving Children Early Learning Center,Havre De Grace,21078,Yes,3,Active,3,3,Dec 09 2022,Dec 09 2023,Jan 26 2021,,,
Baltimore City,257182,Family Childcare,Otturess Smith,Baltimore,21223,Yes,1,Active,1,2,Mar 10 2022,Mar 10 2023,Mar 09 2021,,,
Frederick,257181,Family Childcare,Mirna Salas-Lagos,Frederick,21704,Yes,0,,,,,,Aug 02 2022,,,
Cecil,257183,Center,Growing Little Minds Early Learning Center,Perryville,21903,Yes,1,Active,1,3,Apr 01 2022,Apr 01 2023,Feb 09 2021,,,
Prince George's,257187,Center,University of Maryland Child Development Center,College Park,20740,Yes,1,Active,1,3,Mar 28 2022,Mar 28 2023,Apr 27 2021,,,
Baltimore City,257185,Family Childcare,Gwendolyn Houston,Baltimore,21229,Yes,1,Active,1,2,Oct 24 2022,Oct 24 2023,May 25 2021,,,
Prince George's,257188,Family Childcare,Krysten Gaddy,Upper Marlboro,20774,Yes,1,Active,1,2,Aug 09 2022,Aug 09 2023,Mar 09 2021,,,
Baltimore,257190,Family Childcare,Traci Fowlkes- Guy,Owings Mills,21117,Yes,0,,,,,,Apr 05 2022,,,
Anne Arundel,257189,Center,Little Scholars Child Development Center,Annapolis,21401,Yes,1,Active,1,3,Feb 14 2022,Feb 14 2023,Feb 09 2021,,,
Worcester,257200,Family Childcare,Heather Calloway,Whaleyville,21872,Yes,0,,,,,,Oct 13 2022,,,
Baltimore,257202,Center,Fields Preparatory Early Learning Center II,Nottingham,21236,Yes,1,Active,1,3,Mar 02 2022,Mar 02 2023,Feb 23 2021,,,
Baltimore,257203,Family Childcare,Tiffany Wicks,Nottingham,21236,Yes,0,,,,,,Mar 30 2021,,,
Washington,257223,Center,YMCA Cascade ASP,Highfield-Cascade,21719,Yes,1,Active,1,2,Jun 08 2022,Jun 08 2023,May 04 2022,,,
Talbot,257225,Center,Polaris Village Ministries Child Care,Easton,21601,Yes,1,Active,1,3,Oct 14 2022,Oct 14 2023,Mar 30 2021,,,
Montgomery,253145,LOC,Our Lady of Lourdes School,Bethesda,20814,Yes,1,Active,1,3,Nov 08 2022,Nov 08 2023,Feb 23 2021,,,
Montgomery,257240,Family Childcare,Morena Vasquez,Olney,20832,Yes,1,Active,1,2,Aug 03 2022,Aug 03 2023,Jan 12 2022,,,
Baltimore,258582,Family Childcare,Ibn Moore,Baltimore,21206,Yes,1,Active,1,2,Jun 10 2022,Jun 10 2023,Feb 23 2021,,,
Baltimore City,257244,Family Childcare,Sheena Love,Baltimore,21206,Yes,1,Active,1,2,Feb 28 2022,Feb 28 2023,Mar 09 2021,,,
Prince George's,257246,Family Childcare,Qamaronnisa Khan,Laurel,20707,Yes,0,,,,,,Apr 19 2022,,,
Baltimore City,257266,Center,Old Mother Hubbard Child Care Center,Baltimore,21229,Yes,3,Active,3,3,Jul 05 2022,Jul 05 2023,Mar 09 2021,,,
Howard,257271,Center,Howard County Conservancy at Belmont,Elkridge,21075,Yes,1,Active,1,3,May 24 2022,May 24 2023,Sep 28 2021,,,
Frederick,257268,Center,"The Valley School, Inc.",Ijamsville,21754,Yes,1,Active,1,3,Jan 28 2022,Jan 28 2023,Mar 30 2021,,,
Baltimore,257269,Center,"Play Centers, Inc. At Carney Elementary",Baltimore,21234,Yes,1,Active,1,2,Jul 15 2022,Jul 15 2023,Jun 08 2021,,,
Harford,257281,Center,Caliday Before and After Care of Emmorton Elementary,Bel Air,21015,Yes,1,Active,1,2,Feb 17 2022,Feb 17 2023,Mar 30 2021,,,
Harford,257280,Center,Caliday Before and After Care of Forest Hill,Forest Hill,21050,Yes,1,Active,1,2,Feb 17 2022,Feb 17 2023,Mar 30 2021,,,
Anne Arundel,257283,Family Childcare,Ebonique Williams,Laurel,20724,Yes,2,Active,2,2,Nov 15 2022,Nov 15 2023,Mar 09 2021,,,No Additional Staff
Montgomery,257285,Family Childcare,Ibeth Lucina Herrera De Rivas,Germantown,20874,Yes,1,Active,1,2,Apr 14 2022,Apr 14 2023,Mar 23 2021,,,No Additional Staff
Baltimore City,257289,Center,Positive Youth Expressions,Baltimore,21216,Yes,1,Active,1,3,Mar 31 2022,Mar 31 2023,Nov 09 2021,,,
Anne Arundel,257288,Center,Monarch Academy Glen Burnie,Glen Burnie,21060,Yes,1,Active,1,2,Dec 27 2022,Dec 27 2023,Mar 30 2021,,,
Prince George's,257300,Center,Creative Scholars,Laurel,20707,Yes,0,,,,,,Jan 25 2022,,,
Prince George's,257301,Center,The Socratic Language Center,Mount Rainier,20712,Yes,0,,,,,,Oct 26 2021,,,
Prince George's,257303,Family Childcare,Christine Campbell,Lanham,20706,Yes,2,Active,2,2,Aug 14 2022,Aug 14 2023,Mar 30 2021,,,No Additional Staff
Cecil,257304,Family Childcare,Vicki Barham,Elkton,21921,Yes,1,Active,1,2,Jun 03 2022,Jun 03 2023,May 25 2021,,,
Frederick,257325,Family Childcare,Eliza Sandoval,Frederick,21702,Yes,0,,,,,,Sep 22 2022,,,
Baltimore,257327,Family Childcare,Felicia Gillis,Owings Mills,21117,Yes,1,Active,1,2,Jul 05 2022,Jul 05 2023,May 11 2021,,,
Montgomery,257329,Center,KidsCo @ Luxmanor Elementary,Rockville,20852,Yes,0,,,,,,Aug 03 2021,,,
Harford,257342,Family Childcare,Tiffany Taylor,Aberdeen,21001,Yes,1,Active,1,2,Jun 22 2022,Jun 22 2023,Apr 13 2021,,,
Frederick,257343,Family Childcare,Dyamon Williams,Frederick,21703,Yes,0,,,,,,Apr 13 2021,,,
Montgomery,257344,Large Family Childcare,Edith Johnson,Gaithersburg,20879,Yes,1,Active,1,2,Aug 09 2022,Aug 09 2023,Apr 13 2021,,,
Baltimore City,257347,Family Childcare,Dana Ruan,Baltimore,21213,Yes,1,Active,1,2,Feb 28 2022,Feb 28 2023,Apr 13 2021,,,
Wicomico,257345,Family Childcare,Nykeetra Atkins,Fruitland,21826,Yes,0,,,,,,Apr 13 2021,,,
Montgomery,257348,Family Childcare,Torece Utsey,Clarksburg,20871,Yes,1,Active,1,2,Jan 12 2022,Jan 12 2023,May 11 2021,,,
Prince George's,257361,Family Childcare,Briana Johnson,Upper Marlboro,20774,Yes,0,,,,,,Apr 27 2021,,,
Montgomery,257363,Family Childcare,Sentayehu Guale,Silver Spring,20906,Yes,1,Active,1,2,Jul 15 2022,Jul 15 2023,Jun 08 2021,,,
Montgomery,257365,Family Childcare,Zara Sukhera,Silver Spring,20905,Yes,0,,,,,,Sep 13 2022,,,
Charles,257370,Family Childcare,Latisha Daniels,Waldorf,20601,Yes,2,Active,2,2,Jan 10 2022,Jan 10 2023,Apr 13 2021,,,No Additional Staff
Howard,257368,Family Childcare,Soundaram Chitambaram,Ellicott City,21043,Yes,0,,,,,,Jan 12 2022,,,
Howard,257371,Center,ICare Early Learning Center,Clarksville,21029,Yes,1,Active,1,3,Nov 30 2022,Nov 30 2023,Apr 27 2021,Eco-Friendly Program 2024-02-22,,
Baltimore,257364,Center,Caliday Before and After Care of Sparks,Sparks,21152,Yes,1,Active,1,2,May 18 2022,May 18 2023,Apr 13 2021,,,
Baltimore City,257383,Family Childcare,Lakhea Lee,Baltimore,21217,Yes,1,Active,1,2,Mar 31 2022,Mar 31 2023,Apr 13 2021,,,
Baltimore,257382,Center,Caliday Before and After Care of Pot Spring,Timonium,21093,Yes,1,Active,1,2,May 18 2022,May 18 2023,Apr 13 2021,,,
Baltimore,257381,Center,Caliday Before and After Care of Pine Grove,Baltimore,21234,Yes,1,Active,1,2,May 18 2022,May 18 2023,Apr 13 2021,,,
Frederick,257385,Center,"Promising Horizons Learning Center, Inc.",Ijamsville,21754,Yes,0,,,,,,Apr 27 2021,,,
Baltimore City,257387,Family Childcare,Sabrina Hite,Baltimore,21214,Yes,1,Active,1,2,Apr 22 2022,Apr 22 2023,May 11 2021,,,
Montgomery,257401,Family Childcare,Nicole Nedd,Clarksburg,20871,Yes,1,Active,1,2,Jun 13 2022,Jun 13 2023,May 11 2021,,,
Anne Arundel,257402,Center,Crofton Elementary School Age Child Care,Crofton,21114,Yes,1,Active,1,2,Jun 08 2022,Jun 08 2023,May 25 2021,,,
Baltimore,257413,Center,Caliday Before and After Care of Lutherville,Lutherville,21093,Yes,1,Active,1,2,May 18 2022,May 18 2023,May 25 2021,,,
Prince George's,257410,Family Childcare,Darlene Easterling,Cheltenham,20623,Yes,1,Active,1,2,Sep 15 2022,Sep 15 2023,Sep 28 2021,,,No Additional Staff
Baltimore City,257420,Center,Happy Feet Enrichment Child Care Center,Baltimore,21206,Yes,1,Active,1,3,May 10 2022,May 10 2023,May 11 2021,,,
Baltimore,257422,Family Childcare,Rochell Pitts,Windsor Mill,21244,Yes,1,Active,1,2,Feb 28 2022,Feb 28 2023,May 11 2021,,,
Baltimore City,257421,Family Childcare,Tracey Davis,Baltimore,21215,Yes,1,Active,1,2,Jan 10 2022,Jan 10 2023,Aug 03 2021,,,
Prince George's,257423,Family Childcare,Cathy Jenkins,Clinton,20735,Yes,1,Active,1,2,Jul 22 2022,Jul 22 2023,Jul 20 2021,,,
Anne Arundel,257444,Center,Eco-Tots 2,Hanover,21076,Yes,0,,,,,,May 11 2021,,,
Montgomery,257446,Family Childcare,Alemtsehay Tsega,Silver Spring,20901,Yes,1,Active,1,2,Jul 08 2022,Jul 08 2023,Jun 08 2021,,,
Baltimore City,258140,Center,It'z A Brighter Learning Center,Baltimore,21225,Yes,3,Active,3,3,Mar 31 2022,Mar 31 2023,May 25 2021,,,
Baltimore,257449,Family Childcare,Crystal Thompson,Essex,21221,Yes,1,Active,1,2,Aug 09 2022,Aug 09 2023,May 11 2021,,,
Cecil,257450,Family Childcare,Kali Bowser,Elkton,21921,Yes,0,,,,,,Oct 12 2021,,,
Montgomery,257451,Family Childcare,Wendy Carranza,Silver Spring,20906,Yes,1,Active,1,2,Apr 06 2022,Apr 06 2023,Jul 20 2021,,,
Montgomery,257461,Family Childcare,Helga Durst,Derwood,20855,Yes,0,,,,,,Aug 03 2021,,,
Prince George's,257463,Family Childcare,Rosa Johnson,Cheltenham,20623,Yes,3,Active,3,2,Jun 08 2022,Jun 08 2023,Jul 20 2021,,,No Additional Staff
Baltimore,257465,Center,Owings Mills Child Care and Early Learning Center,Owings Mills,21117,Yes,1,Active,1,3,Jan 19 2022,Jan 19 2023,May 25 2021,,,
Baltimore City,257481,Family Childcare,Adriane Napper,Baltimore,21230,Yes,0,,,,,,Apr 05 2022,,,
Garrett,257484,Center,"Tiny Steps Learning Center, LLC",Friendsville,21531,Yes,1,Active,1,3,Apr 01 2022,Apr 01 2023,Jun 08 2021,,,
Prince George's,257505,Family Childcare,Olachi Ekeocha,Laurel,20707,Yes,0,,,,,,Feb 22 2022,,,
Frederick,257520,Center,Thurmont Child Care Inc.,Thurmont,21788,Yes,1,Active,1,3,Aug 15 2022,Aug 15 2023,Jun 08 2021,,,
Prince George's,250896,LOC,Cheverly Weekday Nursery,Cheverly,20785,Yes,0,,,,,,Nov 08 2022,,,
Queen Anne's,257522,Family Childcare,Ashley Clegg,Barclay,21607,Yes,1,Active,1,2,Dec 19 2022,Dec 19 2023,Nov 08 2022,,,
Montgomery,257525,Family Childcare,Gianna Nogues,Rockville,20853,Yes,0,,,,,,Jul 20 2021,,,
Charles,257524,Family Childcare,Tatyana Alexis,Bryans Road,20616,Yes,0,,,,,,Jul 07 2021,,,
Prince George's,257541,LOC,Woodstream Christian Academy,Mitchellville,20721,Yes,0,,,,,,Jul 20 2021,,,
Washington,257540,Family Childcare,Christy Barton,Hagerstown,21740,Yes,1,Active,1,2,Jun 01 2022,Jun 01 2023,Jun 22 2021,,,
Prince George's,257542,Family Childcare,Tooba Rizvi,Laurel,20708,Yes,0,,,,,,Apr 05 2022,,,
Prince George's,257545,Center,Monarch Preschool College Park,Collge Park,20740,Yes,2,Active,2,3,Sep 14 2022,Sep 14 2023,Jul 20 2021,,,
Baltimore,257560,Center,Baltimore Childcare,Baltimore,21228,Yes,0,,,,,,Apr 05 2022,,,
Carroll,257561,Center,Bright Start Early Learning Center,Westminster,21157,Yes,1,Active,1,3,Aug 17 2022,Aug 17 2023,Jun 22 2021,,,
Washington,257562,Family Childcare,Samara Dixon,Hagerstown,21740,Yes,0,,,,,,Jun 22 2021,,,
Baltimore City,257566,Center,Bloom Social Emotional Learning Center,Baltimore,21215,Yes,1,Active,1,3,Nov 11 2022,Nov 11 2023,Jun 22 2021,,,
Charles,257581,Family Childcare,Ebony Hardy,Bryans Road,20616,Yes,1,Active,1,2,Aug 18 2022,Aug 18 2023,Aug 31 2021,,,
Prince George's,257582,Family Childcare,Naomie Polistin,Bowie,20721,Yes,1,Active,1,2,Aug 17 2022,Aug 17 2023,Jul 20 2021,,,
Anne Arundel,257584,Center,Celebree Learning Center of Glen Burnie,Glen Burnie,21061,Yes,2,Active,2,3,Jul 08 2022,Jul 08 2023,Jul 07 2021,,,
Baltimore City,257586,Family Childcare,Keaire Ford,Baltimore,21214,Yes,1,Active,1,2,Aug 15 2022,Aug 15 2023,Jul 07 2021,,,
Baltimore,257602,Family Childcare,Jennifer Green,Rosedale,21237,Yes,1,Active,1,2,Oct 17 2022,Oct 17 2023,Jul 07 2021,,,
Baltimore,257601,Family Childcare,Shantae Barnes,Dundalk,21222,Yes,0,,,,,,Jul 07 2021,,,
Baltimore,257603,Center,Celebree School at Owings Mills,Owings Mills,21117,Yes,1,Active,1,3,Jul 05 2022,Jul 05 2023,Jul 07 2021,,,
Anne Arundel,257604,Center,Seven Oaks Elementary School Age Child Care,Odenton,21113,Yes,1,Active,1,2,Jun 03 2022,Jun 03 2023,Jul 07 2021,,,
Prince George's,257605,Family Childcare,Shafia Shakoor,Laurel,20707,Yes,0,,,,,,Oct 25 2022,,,
Anne Arundel,257606,Center,Piney Orchard School Aged Child Care,Odenton,21113,Yes,1,Active,1,2,Jun 03 2022,Jun 03 2023,Jul 07 2021,,,
Anne Arundel,257607,Center,Crofton Woods School Age Child Care,Crofton,21113,Yes,1,Active,1,2,Aug 25 2022,Aug 25 2023,Jul 07 2021,,,
Anne Arundel,257609,Center,Fort Smallwood Elementary School Age Child Care,Pasadena,21122,Yes,1,Active,1,2,Jun 13 2022,Jun 13 2023,Jul 07 2021,,,
Harford,257610,Center,Little Kids Place Child Care and Learning Center,Edgewood,21040,Yes,1,Active,1,3,Aug 31 2022,Aug 31 2023,Aug 31 2021,,,
Anne Arundel,257613,Center,Odenton Elementary School Age Child Care,Odenton,21113,Yes,1,Active,1,2,Jun 03 2022,Jun 03 2023,Jul 07 2021,,,
Anne Arundel,257612,Center,Riviera Beach Elementary School Age Child Care,Pasadena,21122,Yes,1,Active,1,2,Jun 21 2022,Jun 21 2023,Jul 07 2021,,,
Calvert,257621,Center,Christian Beginnings Preschool of St. John Vianney,Prince Frederick,20678,Yes,2,Active,2,3,Nov 15 2022,Nov 15 2023,Jul 07 2021,,,
Prince George's,257622,Family Childcare,Indira Farrackan,Upper Marlboro,20774,Yes,1,Active,1,2,Jul 05 2022,Jul 05 2023,Jul 07 2021,,,
Wicomico,257627,Family Childcare,Andrea Martin,Salisbury,21801,Yes,1,Active,1,2,Apr 22 2022,Apr 22 2023,Aug 17 2021,,,
Montgomery,257640,Family Childcare,Loza Ayana,Olney,20832,Yes,1,Active,1,2,Feb 23 2022,Feb 23 2023,Jul 20 2021,,,
Anne Arundel,257644,Center,Integrity Childcare,Glen Burnie,21061,Yes,1,Active,1,3,Jun 29 2022,Jun 29 2023,Jul 20 2021,,,
Talbot,257641,Family Childcare,Kristen Craig,Sherwood,21665,Yes,0,,,,,,Jul 20 2021,,,
